Forma de trabajo,Tiempo dedicado,Resultados
La forma de trabajo se basa en la practica casi completamente,9 meses (a estudio de medio tiempo),"Contruir predominantemente en python x cantidad de ejercicios 

Y construir en 2 meses un proyecto en python de mas de 1000 lineas de código"
,,
,,
